1, 11

1, 15
-1, 13

-1, 13
-3, 11

-3, 11
-5, 9

-5, 9
-7, 7

7, -7
5, -9

5, -9
3, -11

3, -11
1, -13

1, -13
-1, -15

-1, -11
-3, -13

-3, -5
-5, -7

-3, -9
-5, -11

-5, -7
-7, -9

-7, 7
-9, 5

-9, 5
-11, 3

-5, -3
-7, -5

-7, -5
-9, -7

-9, -3
-11, -5

-11, 3
-13, 1

-11, -1
-13, -3

-13, 1
-15, -1

16, 0
14, 2

14, 2
12, 4

12, 4
10, 6

10, 6
8, 8

8, 8
6, 10

6, 10
4, 12

4, 12
2, 14

2, 14
0, 16

0, -16
-2, -14

-2, -14
-4, -12

-4, -12
-6, -10

-6, -10
-8, -8

-8, -8
-10, -6

-10, -6
-12, -4

-12, -4
-14, -2

-14, -2
-16, 0

17, 1
15, -1

1, 17
-1, 15

1, -15
-1, -17

-15, 1
-17, -1

18, 0
16, 2

16, -2
14, 0

2, 16
0, 18

0, 14
-2, 16

2, -16
0, -14

0, -18
-2, -16

-14, 0
-16, 2

-16, -2
-18, 0

19, 1
17, -1

17, 3
15, 1

17, -1
15, -3

3, 17
1, 15

1, 19
-1, 17

-1, 17
-3, 15

3, -15
1, -17

1, -17
-1, -19

-1, -15
-3, -17

-15, 3
-17, 1

-15, -1
-17, -3

-17, 1
-19, -1

20, 0
18, 2

18, 2
16, 4

16, -4
14, -2

4, 16
2, 18

2, 18
0, 20

-2, 14
-4, 16

4, -16
2, -14

0, -20
-2, -18

-2, -18
-4, -16

-14, 2
-16, 4

-16, -4
-18, -2

-18, -2
-20, 0

21, 1
19, -1

17, 5
15, 3

17, -3
15, -5

15, -1
13, -3

5, 17
3, 15

1, 21
-1, 19

-1, 15
-3, 13

-3, 17
-5, 15

5, -15
3, -17

3, -13
1, -15

1, -19
-1, -21

-3, -15
-5, -17

-13, 3
-15, 1

-15, 5
-17, 3

-15, -3
-17, -5

-19, 1
-21, -1

22, 0
20, 2

20, -2
18, 0

18, 4
16, 6

16, 2
14, 4

18, -4
16, -2

16, -6
14, -4

14, -4
12, -2

6, 16
4, 18

4, 14
2, 16

2, 20
0, 22

0, 18
-2, 20

-2, 12
-4, 14

-2, 16
-4, 18

-4, 14
-6, 16

6, -16
4, -14

4, -18
2, -16

4, -14
2, -12

2, -20
0, -18

0, -22
-2, -20

-2, -16
-4, -14

-4, -18
-6, -16

-12, 2
-14, 4

-14, 4
-16, 6

-16, 2
-18, 4

-14, -4
-16, -2

-16, -6
-18, -4

-18, 0
-20, 2

-20, -2
-22, 0

23, 1
21, -1

21, 3
19, 1

21, -1
19, -3

19, 5
17, 3

17, 7
15, 5

15, 5
13, 3

19, -3
17, -5

17, -5
15, -7

7, 17
5, 15

5, 19
3, 17

5, 15
3, 13

3, 21
1, 19

1, 23
-1, 21

-1, 21
-3, 19

-3, 19
-5, 17

-5, 17
-7, 15

7, -15
5, -17

5, -17
3, -19

3, -19
1, -21

1, -21
-1, -23

-1, -19
-3, -21

-3, -13
-5, -15

-3, -17
-5, -19

-5, -15
-7, -17

-15, 7
-17, 5

-17, 5
-19, 3

-13, -3
-15, -5

-15, -5
-17, -7

-17, -3
-19, -5

-19, 3
-21, 1

-19, -1
-21, -3

-21, 1
-23, -1

24, 0
22, 2

22, 2
20, 4

20, 4
18, 6

18, 6
16, 8

16, -8
14, -6

8, 16
6, 18

6, 18
4, 20

4, 20
2, 22

2, 22
0, 24

-6, 14
-8, 16

8, -16
6, -14

0, -24
-2, -22

-2, -22
-4, -20

-4, -20
-6, -18

-6, -18
-8, -16

-14, 6
-16, 8

-16, -8
-18, -6

-18, -6
-20, -4

-20, -4
-22, -2

-22, -2
-24, 0

25, 1
23, -1

17, 9
15, 7

17, -7
15, -9

15, -5
13, -7

9, 17
7, 15

1, 25
-1, 23

-5, 15
-7, 13

-7, 17
-9, 15

9, -15
7, -17

7, -13
5, -15

1, -23
-1, -25

-7, -15
-9, -17

-13, 7
-15, 5

-15, 9
-17, 7

-15, -7
-17, -9

-23, 1
-25, -1

26, 0
24, 2

24, -2
22, 0

18, 8
16, 10

16, 6
14, 8

18, -8
16, -6

16, -10
14, -8

14, -8
12, -6

10, 16
8, 18

8, 14
6, 16

2, 24
0, 26

0, 22
-2, 24

-6, 12
-8, 14

-6, 16
-8, 18

-8, 14
-10, 16

10, -16
8, -14

8, -18
6, -16

8, -14
6, -12

2, -24
0, -22

0, -26
-2, -24

-6, -16
-8, -14

-8, -18
-10, -16

-12, 6
-14, 8

-14, 8
-16, 10

-16, 6
-18, 8

-14, -8
-16, -6

-16, -10
-18, -8

-22, 0
-24, 2

-24, -2
-26, 0

27, 1
25, -1

25, 3
23, 1

25, -1
23, -3

19, 9
17, 7

17, 11
15, 9

15, 9
13, 7

19, -7
17, -9

17, -9
15, -11

13, -5
11, -7

11, 17
9, 15

9, 19
7, 17

9, 15
7, 13

3, 25
1, 23

1, 27
-1, 25

-1, 25
-3, 23

-5, 13
-7, 11

-7, 19
-9, 17

-9, 17
-11, 15

11, -15
9, -17

9, -17
7, -19

7, -11
5, -13

3, -23
1, -25

1, -25
-1, -27

-1, -23
-3, -25

-7, -13
-9, -15

-7, -17
-9, -19

-9, -15
-11, -17

-11, 7
-13, 5

-15, 11
-17, 9

-17, 9
-19, 7

-13, -7
-15, -9

-15, -9
-17, -11

-17, -7
-19, -9

-23, 3
-25, 1

-23, -1
-25, -3

-25, 1
-27, -1

28, 0
26, 2

26, 2
24, 4

24, -4
22, -2

20, 8
18, 10

18, 10
16, 12

14, 6
12, 8

20, -8
18, -6

16, -12
14, -10

14, -6
12, -4

12, -8
10, -6

12, 16
10, 18

10, 18
8, 20

8, 12
6, 14

4, 24
2, 26

2, 26
0, 28

-2, 22
-4, 24

-4, 12
-6, 14

-6, 10
-8, 12

-6, 18
-8, 20

-10, 14
-12, 16

12, -16
10, -14

8, -20
6, -18

8, -12
6, -10

6, -14
4, -12

4, -24
2, -22

0, -28
-2, -26

-2, -26
-4, -24

-6, -14
-8, -12

-8, -20
-10, -18

-10, -18
-12, -16

-10, 6
-12, 8

-12, 4
-14, 6

-14, 10
-16, 12

-18, 6
-20, 8

-12, -8
-14, -6

-16, -12
-18, -10

-18, -10
-20, -8

-22, 2
-24, 4

-24, -4
-26, -2

-26, -2
-28, 0

29, 1
27, -1

25, 5
23, 3

25, -3
23, -5

23, -1
21, -3

21, 9
19, 7

17, 13
15, 11

15, 7
13, 5

13, 9
11, 7

21, -7
19, -9

19, -5
17, -7

17, -11
15, -13

15, -9
13, -11

13, -3
11, -5

13, -7
11, -9

11, -5
9, -7

13, 17
11, 15

9, 21
7, 19

9, 13
7, 11

7, 15
5, 13

5, 25
3, 23

1, 29
-1, 27

-1, 23
-3, 21

-3, 25
-5, 23

-3, 13
-5, 11

-5, 11
-7, 9

-7, 13
-9, 11

-5, 19
-7, 17

-7, 21
-9, 19

-9, 15
-11, 13

-11, 17
-13, 15

13, -15
11, -17

11, -13
9, -15

9, -19
7, -21

7, -17
5, -19

9, -11
7, -13

7, -9
5, -11

5, -11
3, -13

5, -23
3, -25

3, -21
1, -23

1, -27
-1, -29

-3, -23
-5, -25

-5, -13
-7, -15

-7, -11
-9, -13

-7, -19
-9, -21

-11, -15
-13, -17

-9, 7
-11, 5

-11, 9
-13, 7

-11, 5
-13, 3

-13, 11
-15, 9

-15, 13
-17, 11

-17, 7
-19, 5

-19, 9
-21, 7

-11, -7
-13, -9

-13, -5
-15, -7

-15, -11
-17, -13

-19, -7
-21, -9

-21, 3
-23, 1

-23, 5
-25, 3

-23, -3
-25, -5

-27, 1
-29, -1

30, 0
28, 2

28, -2
26, 0

26, 4
24, 6

24, 2
22, 4

26, -4
24, -2

24, -6
22, -4

22, -4
20, -2

22, 8
20, 10

20, 6
18, 8

18, 12
16, 14

16, 10
14, 12

14, 4
12, 6

14, 8
12, 10

12, 6
10, 8

22, -8
20, -6

20, -10
18, -8

20, -6
18, -4

18, -12
16, -10

16, -14
14, -12

14, -12
12, -10

12, -10
10, -8

10, -8
8, -6

14, 16
12, 18

12, 14
10, 16

10, 20
8, 22

8, 18
6, 20

10, 12
8, 14

8, 10
6, 12

6, 12
4, 14

6, 24
4, 26

4, 22
2, 24

2, 28
0, 30

0, 26
-2, 28

-2, 20
-4, 22

-2, 24
-4, 26

-4, 22
-6, 24

-6, 8
-8, 10

-8, 10
-10, 12

-4, 18
-6, 20

-6, 20
-8, 22

-8, 18
-10, 20

-10, 12
-12, 14

-10, 16
-12, 18

-12, 14
-14, 16

14, -16
12, -14

12, -18
10, -16

12, -14
10, -12

10, -20
8, -18

8, -22
6, -20

6, -20
4, -18

10, -12
8, -10

8, -10
6, -8

6, -24
4, -22

4, -26
2, -24

4, -22
2, -20

2, -28
0, -26

0, -30
-2, -28

-2, -24
-4, -22

-4, -26
-6, -24

-4, -14
-6, -12

-6, -12
-8, -10

-8, -14
-10, -12

-6, -20
-8, -18

-8, -22
-10, -20

-10, -16
-12, -14

-12, -18
-14, -16

-8, 6
-10, 8

-10, 8
-12, 10

-12, 10
-14, 12

-14, 12
-16, 14

-16, 10
-18, 12

-18, 4
-20, 6

-18, 8
-20, 10

-20, 6
-22, 8

-10, -8
-12, -6

-12, -10
-14, -8

-12, -6
-14, -4

-14, -12
-16, -10

-16, -14
-18, -12

-18, -8
-20, -6

-20, -10
-22, -8

-20, 2
-22, 4

-22, 4
-24, 6

-24, 2
-26, 4

-22, -4
-24, -2

-24, -6
-26, -4

-26, 0
-28, 2

-28, -2
-30, 0

31, 1
29, -1

29, 3
27, 1

29, -1
27, -3

27, 5
25, 3

25, 7
23, 5

23, 5
21, 3

27, -3
25, -5

25, -5
23, -7

23, 9
21, 7

21, 11
19, 9

21, 7
19, 5

19, 13
17, 11

17, 15
15, 13

15, 13
13, 11

13, 11
11, 9

11, 9
9, 7

23, -7
21, -9

21, -9
19, -11

19, -11
17, -13

17, -13
15, -15

15, 17
13, 15

13, 19
11, 17

13, 15
11, 13

11, 21
9, 19

9, 23
7, 21

7, 21
5, 19

11, 13
9, 11

9, 11
7, 9

7, 25
5, 23

5, 27
3, 25

5, 23
3, 21

3, 29
1, 27

1, 31
-1, 29

-1, 29
-3, 27

-3, 27
-5, 25

-5, 25
-7, 23

-7, 23
-9, 21

-9, 21
-11, 19

-11, 19
-13, 17

-13, 17
-15, 15

15, -15
13, -17

13, -17
11, -19

11, -19
9, -21

9, -21
7, -23

7, -23
5, -25

5, -25
3, -27

3, -27
1, -29

1, -29
-1, -31

-1, -27
-3, -29

-3, -21
-5, -23

-3, -25
-5, -27

-5, -23
-7, -25

-7, -9
-9, -11

-9, -11
-11, -13

-5, -19
-7, -21

-7, -21
-9, -23

-9, -19
-11, -21

-11, -13
-13, -15

-11, -17
-13, -19

-13, -15
-15, -17

-15, 15
-17, 13

-17, 13
-19, 11

-19, 11
-21, 9

-21, 9
-23, 7

-9, -7
-11, -9

-11, -9
-13, -11

-13, -11
-15, -13

-15, -13
-17, -15

-17, -11
-19, -13

-19, -5
-21, -7

-19, -9
-21, -11

-21, -7
-23, -9

-23, 7
-25, 5

-25, 5
-27, 3

-21, -3
-23, -5

-23, -5
-25, -7

-25, -3
-27, -5

-27, 3
-29, 1

-27, -1
-29, -3

-29, 1
-31, -1

32, 0
30, 2

30, 2
28, 4

28, 4
26, 6

26, 6
24, 8

24, 8
22, 10

22, 10
20, 12

20, 12
18, 14

18, 14
16, 16

16, 16
14, 18

14, 18
12, 20

12, 20
10, 22

10, 22
8, 24

8, 24
6, 26

6, 26
4, 28

4, 28
2, 30

2, 30
0, 32

0, -32
-2, -30

-2, -30
-4, -28

-4, -28
-6, -26

-6, -26
-8, -24

-8, -24
-10, -22

-10, -22
-12, -20

-12, -20
-14, -18

-14, -18
-16, -16

-16, -16
-18, -14

-18, -14
-20, -12

-20, -12
-22, -10

-22, -10
-24, -8

-24, -8
-26, -6

-26, -6
-28, -4

-28, -4
-30, -2

-30, -2
-32, 0

33, 1
31, -1

1, 33
-1, 31

1, -31
-1, -33

-31, 1
-33, -1

34, 0
32, 2

32, -2
30, 0

2, 32
0, 34

0, 30
-2, 32

2, -32
0, -30

0, -34
-2, -32

-30, 0
-32, 2

-32, -2
-34, 0

35, 1
33, -1

33, 3
31, 1

33, -1
31, -3

3, 33
1, 31

1, 35
-1, 33

-1, 33
-3, 31

3, -31
1, -33

1, -33
-1, -35

-1, -31
-3, -33

-31, 3
-33, 1

-31, -1
-33, -3

-33, 1
-35, -1

36, 0
34, 2

34, 2
32, 4

32, -4
30, -2

4, 32
2, 34

2, 34
0, 36

-2, 30
-4, 32

4, -32
2, -30

0, -36
-2, -34

-2, -34
-4, -32

-30, 2
-32, 4

-32, -4
-34, -2

-34, -2
-36, 0

37, 1
35, -1

33, 5
31, 3

33, -3
31, -5

31, -1
29, -3

5, 33
3, 31

1, 37
-1, 35

-1, 31
-3, 29

-3, 33
-5, 31

5, -31
3, -33

3, -29
1, -31

1, -35
-1, -37

-3, -31
-5, -33

-29, 3
-31, 1

-31, 5
-33, 3

-31, -3
-33, -5

-35, 1
-37, -1

38, 0
36, 2

36, -2
34, 0

34, 4
32, 6

32, 2
30, 4

34, -4
32, -2

32, -6
30, -4

30, -4
28, -2

6, 32
4, 34

4, 30
2, 32

2, 36
0, 38

0, 34
-2, 36

-2, 28
-4, 30

-2, 32
-4, 34

-4, 30
-6, 32

6, -32
4, -30

4, -34
2, -32

4, -30
2, -28

2, -36
0, -34

0, -38
-2, -36

-2, -32
-4, -30

-4, -34
-6, -32

-28, 2
-30, 4

-30, 4
-32, 6

-32, 2
-34, 4

-30, -4
-32, -2

-32, -6
-34, -4

-34, 0
-36, 2

-36, -2
-38, 0

39, 1
37, -1

37, 3
35, 1

37, -1
35, -3

35, 5
33, 3

33, 7
31, 5

31, 5
29, 3

35, -3
33, -5

33, -5
31, -7

7, 33
5, 31

5, 35
3, 33

5, 31
3, 29

3, 37
1, 35

1, 39
-1, 37

-1, 37
-3, 35

-3, 35
-5, 33

-5, 33
-7, 31

7, -31
5, -33

5, -33
3, -35

3, -35
1, -37

1, -37
-1, -39

-1, -35
-3, -37

-3, -29
-5, -31

-3, -33
-5, -35

-5, -31
-7, -33

-31, 7
-33, 5

-33, 5
-35, 3

-29, -3
-31, -5

-31, -5
-33, -7

-33, -3
-35, -5

-35, 3
-37, 1

-35, -1
-37, -3

-37, 1
-39, -1

40, 0
38, 2

38, 2
36, 4

36, 4
34, 6

34, 6
32, 8

32, -8
30, -6

8, 32
6, 34

6, 34
4, 36

4, 36
2, 38

2, 38
0, 40

-6, 30
-8, 32

8, -32
6, -30

0, -40
-2, -38

-2, -38
-4, -36

-4, -36
-6, -34

-6, -34
-8, -32

-30, 6
-32, 8

-32, -8
-34, -6

-34, -6
-36, -4

-36, -4
-38, -2

-38, -2
-40, 0

41, 1
39, -1

33, 9
31, 7

33, -7
31, -9

31, -5
29, -7

9, 33
7, 31

1, 41
-1, 39

-5, 31
-7, 29

-7, 33
-9, 31

9, -31
7, -33

7, -29
5, -31

1, -39
-1, -41

-7, -31
-9, -33

-29, 7
-31, 5

-31, 9
-33, 7

-31, -7
-33, -9

-39, 1
-41, -1

42, 0
40, 2

40, -2
38, 0

34, 8
32, 10

32, 6
30, 8

34, -8
32, -6

32, -10
30, -8

30, -8
28, -6

10, 32
8, 34

8, 30
6, 32

2, 40
0, 42

0, 38
-2, 40

-6, 28
-8, 30

-6, 32
-8, 34

-8, 30
-10, 32

10, -32
8, -30

8, -34
6, -32

8, -30
6, -28

2, -40
0, -38

0, -42
-2, -40

-6, -32
-8, -30

-8, -34
-10, -32

-28, 6
-30, 8

-30, 8
-32, 10

-32, 6
-34, 8

-30, -8
-32, -6

-32, -10
-34, -8

-38, 0
-40, 2

-40, -2
-42, 0

43, 1
41, -1

41, 3
39, 1

41, -1
39, -3

35, 9
33, 7

33, 11
31, 9

31, 9
29, 7

35, -7
33, -9

33, -9
31, -11

29, -5
27, -7

11, 33
9, 31

9, 35
7, 33

9, 31
7, 29

3, 41
1, 39

1, 43
-1, 41

-1, 41
-3, 39

-5, 29
-7, 27

-7, 35
-9, 33

-9, 33
-11, 31

11, -31
9, -33

9, -33
7, -35

7, -27
5, -29

3, -39
1, -41

1, -41
-1, -43

-1, -39
-3, -41

-7, -29
-9, -31

-7, -33
-9, -35

-9, -31
-11, -33

-27, 7
-29, 5

-31, 11
-33, 9

-33, 9
-35, 7

-29, -7
-31, -9

-31, -9
-33, -11

-33, -7
-35, -9

-39, 3
-41, 1

-39, -1
-41, -3

-41, 1
-43, -1

44, 0
42, 2

42, 2
40, 4

40, -4
38, -2

36, 8
34, 10

34, 10
32, 12

30, 6
28, 8

36, -8
34, -6

32, -12
30, -10

30, -6
28, -4

28, -8
26, -6

12, 32
10, 34

10, 34
8, 36

8, 28
6, 30

4, 40
2, 42

2, 42
0, 44

-2, 38
-4, 40

-4, 28
-6, 30

-6, 26
-8, 28

-6, 34
-8, 36

-10, 30
-12, 32

12, -32
10, -30

8, -36
6, -34

8, -28
6, -26

6, -30
4, -28

4, -40
2, -38

0, -44
-2, -42

-2, -42
-4, -40

-6, -30
-8, -28

-8, -36
-10, -34

-10, -34
-12, -32

-26, 6
-28, 8

-28, 4
-30, 6

-30, 10
-32, 12

-34, 6
-36, 8

-28, -8
-30, -6

-32, -12
-34, -10

-34, -10
-36, -8

-38, 2
-40, 4

-40, -4
-42, -2

-42, -2
-44, 0

45, 1
43, -1

41, 5
39, 3

41, -3
39, -5

39, -1
37, -3

37, 9
35, 7

33, 13
31, 11

31, 7
29, 5

29, 9
27, 7

37, -7
35, -9

35, -5
33, -7

33, -11
31, -13

31, -9
29, -11

29, -3
27, -5

29, -7
27, -9

27, -5
25, -7

13, 33
11, 31

9, 37
7, 35

9, 29
7, 27

7, 31
5, 29

5, 41
3, 39

1, 45
-1, 43

-1, 39
-3, 37

-3, 41
-5, 39

-3, 29
-5, 27

-5, 27
-7, 25

-7, 29
-9, 27

-5, 35
-7, 33

-7, 37
-9, 35

-9, 31
-11, 29

-11, 33
-13, 31

13, -31
11, -33

11, -29
9, -31

9, -35
7, -37

7, -33
5, -35

9, -27
7, -29

7, -25
5, -27

5, -27
3, -29

5, -39
3, -41

3, -37
1, -39

1, -43
-1, -45

-3, -39
-5, -41

-5, -29
-7, -31

-7, -27
-9, -29

-7, -35
-9, -37

-11, -31
-13, -33

-25, 7
-27, 5

-27, 9
-29, 7

-27, 5
-29, 3

-29, 11
-31, 9

-31, 13
-33, 11

-33, 7
-35, 5

-35, 9
-37, 7

-27, -7
-29, -9

-29, -5
-31, -7

-31, -11
-33, -13

-35, -7
-37, -9

-37, 3
-39, 1

-39, 5
-41, 3

-39, -3
-41, -5

-43, 1
-45, -1

46, 0
44, 2

44, -2
42, 0

42, 4
40, 6

40, 2
38, 4

42, -4
40, -2

40, -6
38, -4

38, -4
36, -2

38, 8
36, 10

36, 6
34, 8

34, 12
32, 14

32, 10
30, 12

30, 4
28, 6

30, 8
28, 10

28, 6
26, 8

38, -8
36, -6

36, -10
34, -8

36, -6
34, -4

34, -12
32, -10

32, -14
30, -12

30, -12
28, -10

28, -10
26, -8

26, -8
24, -6

14, 32
12, 34

12, 30
10, 32

10, 36
8, 38

8, 34
6, 36

10, 28
8, 30

8, 26
6, 28

6, 28
4, 30

6, 40
4, 42

4, 38
2, 40

2, 44
0, 46

0, 42
-2, 44

-2, 36
-4, 38

-2, 40
-4, 42

-4, 38
-6, 40

-6, 24
-8, 26

-8, 26
-10, 28

-4, 34
-6, 36

-6, 36
-8, 38

-8, 34
-10, 36

-10, 28
-12, 30

-10, 32
-12, 34

-12, 30
-14, 32

14, -32
12, -30

12, -34
10, -32

12, -30
10, -28

10, -36
8, -34

8, -38
6, -36

6, -36
4, -34

10, -28
8, -26

8, -26
6, -24

6, -40
4, -38

4, -42
2, -40

4, -38
2, -36

2, -44
0, -42

0, -46
-2, -44

-2, -40
-4, -38

-4, -42
-6, -40

-4, -30
-6, -28

-6, -28
-8, -26

-8, -30
-10, -28

-6, -36
-8, -34

-8, -38
-10, -36

-10, -32
-12, -30

-12, -34
-14, -32

-24, 6
-26, 8

-26, 8
-28, 10

-28, 10
-30, 12

-30, 12
-32, 14

-32, 10
-34, 12

-34, 4
-36, 6

-34, 8
-36, 10

-36, 6
-38, 8

-26, -8
-28, -6

-28, -10
-30, -8

-28, -6
-30, -4

-30, -12
-32, -10

-32, -14
-34, -12

-34, -8
-36, -6

-36, -10
-38, -8

-36, 2
-38, 4

-38, 4
-40, 6

-40, 2
-42, 4

-38, -4
-40, -2

-40, -6
-42, -4

-42, 0
-44, 2

-44, -2
-46, 0

47, 1
45, -1

45, 3
43, 1

45, -1
43, -3

43, 5
41, 3

41, 7
39, 5

39, 5
37, 3

43, -3
41, -5

41, -5
39, -7

39, 9
37, 7

37, 11
35, 9

37, 7
35, 5

35, 13
33, 11

33, 15
31, 13

31, 13
29, 11

29, 11
27, 9

27, 9
25, 7

39, -7
37, -9

37, -9
35, -11

35, -11
33, -13

33, -13
31, -15

15, 33
13, 31

13, 35
11, 33

13, 31
11, 29

11, 37
9, 35

9, 39
7, 37

7, 37
5, 35

11, 29
9, 27

9, 27
7, 25

7, 41
5, 39

5, 43
3, 41

5, 39
3, 37

3, 45
1, 43

1, 47
-1, 45

-1, 45
-3, 43

-3, 43
-5, 41

-5, 41
-7, 39

-7, 39
-9, 37

-9, 37
-11, 35

-11, 35
-13, 33

-13, 33
-15, 31

15, -31
13, -33

13, -33
11, -35

11, -35
9, -37

9, -37
7, -39

7, -39
5, -41

5, -41
3, -43

3, -43
1, -45

1, -45
-1, -47

-1, -43
-3, -45

-3, -37
-5, -39

-3, -41
-5, -43

-5, -39
-7, -41

-7, -25
-9, -27

-9, -27
-11, -29

-5, -35
-7, -37

-7, -37
-9, -39

-9, -35
-11, -37

-11, -29
-13, -31

-11, -33
-13, -35

-13, -31
-15, -33

-31, 15
-33, 13

-33, 13
-35, 11

-35, 11
-37, 9

-37, 9
-39, 7

-25, -7
-27, -9

-27, -9
-29, -11

-29, -11
-31, -13

-31, -13
-33, -15

-33, -11
-35, -13

-35, -5
-37, -7

-35, -9
-37, -11

-37, -7
-39, -9

-39, 7
-41, 5

-41, 5
-43, 3

-37, -3
-39, -5

-39, -5
-41, -7

-41, -3
-43, -5

-43, 3
-45, 1

-43, -1
-45, -3

-45, 1
-47, -1

48, 0
46, 2

46, 2
44, 4

44, 4
42, 6

42, 6
40, 8

40, 8
38, 10

38, 10
36, 12

36, 12
34, 14

